id,left,top,right,bottom,mas_Premonsoon,mas_Postmonsoon,sph_Premonsoon,sph_Postmonsoon,mas_premon,mas_postmon
521,77.5,16,77.75,15.75,-115.148,248.958,-84.4238,76.6658,-116.455,86.9533
520,77.5,16.25,77.75,16,-145.231,251.574,-94.1804,69.6001,-116.878,100.954
519,77.5,16.5,77.75,16.25,-138.792,247.309,-91.3095,74.1341,-122.619,93.6882
518,77.5,16.75,77.75,16.5,-126.608,253.802,-88.5475,79.0371,-140.099,161.099
517,77.5,17,77.75,16.75,-136.488,250.781,-91.0188,78.7874,-145.133,150.178
516,77.5,17.25,77.75,17,-135.026,226.052,-90.5663,73.2743,-147.91,153.017
515,77.5,17.5,77.75,17.25,-126.841,210.339,-97.6308,96.3544,-113.051,135.211
514,77.5,17.75,77.75,17.5,-173.396,200.592,-103.866,93.6189,-110.337,134.379
551,77.75,15.5,78,15.25,-135.386,246.361,-108.364,88.7744,-125.764,147.947
550,77.75,15.75,78,15.5,-152.966,239.234,-91.3445,74.1231,-114.81,131.552
549,77.75,16,78,15.75,-148.346,244.12,-83.8886,80.0808,-119.933,140.823
548,77.75,16.25,78,16,-148.533,250.184,-91.6822,83.2636,-136.14,136.618
547,77.75,16.5,78,16.25,-130.56,265.554,-86.3175,77.8174,-136.556,134.938
546,77.75,16.75,78,16.5,-111.145,270.062,-92.8667,79.4946,-136.356,173.794
545,77.75,17,78,16.75,-158.438,257.442,-96.9046,73.4432,-142.07,168.297
544,77.75,17.25,78,17,-158.493,231.82,-93.8339,73.1322,-116.802,140.989
543,77.75,17.5,78,17.25,-182.388,215.081,-105.302,85.6146,-92.3711,132.237
578,78,15.75,78.25,15.5,-149.9651,242.045,-106.617,83.9218,-121.133,138.333
577,78,16,78.25,15.75,-129.042,245.925,-96.09108462,81.76256154,-140.153,126.203
576,78,16.25,78.25,16,-126.878,253.723,-88.1853,73.3762,-135.88,131.045
575,78,16.5,78.25,16.25,-125.897,271.385,-76.9916,75.5259,-133.794,174.658
574,78,16.75,78.25,16.5,-92.5051,274.701,-91.4433,69.0089,-158.344,152.833
573,78,17,78.25,16.75,-145.499,266.733,-96.8592,62.7289,-156.087,171.144
572,78,17.25,78.25,17,-168.172,240.635,-95.3688,66.1119,-92.5901,125.664
571,78,17.5,78.25,17.25,-209.541,194.605,-109.703,84.6112,-88.0692,134.267
605,78.25,16,78.5,15.75,-158.319,243.168,-119.268,79.8238,-97.5916,155.687
604,78.25,16.25,78.5,16,-141.245,266.272,-83.3621,81.9542,-113.051,156.801
603,78.25,16.5,78.5,16.25,-100.914,280.034,-89.9958,65.4785,-121.937,133.612
602,78.25,16.75,78.5,16.5,-100.964,283.206,-89.9857,61.4911,-139.826,117.299
601,78.25,17,78.5,16.75,-129.199,263.919,-95.5872,62.3145,-144.786,121.079
600,78.25,17.25,78.5,17,-178.191,238.691,-103.732,61.8623,-131.916,173.613
599,78.25,17.5,78.5,17.25,-223.074,197.916,-107.285,84.1865,-160.705,152.006
598,78.25,17.75,78.5,17.5,-172.127,221.712,-128.447,86.7979,-151.652,180.307
633,78.5,16,78.75,15.75,-174.989,268.137,-131.94,86.6021,-139.148,170.012
632,78.5,16.25,78.75,16,-175.637,263.344,-95.7068,93.1609,-120.237,196.961
631,78.5,16.5,78.75,16.25,-138.325,274.992,-93.0865,75.3678,-104.777,179.968
630,78.5,16.75,78.75,16.5,-147.986,273.627,-91.1746,68.8608,-124.987,159.534
629,78.5,17,78.75,16.75,-154.172,260.241,-96.5509,73.0168,-139.336,149.721
628,78.5,17.25,78.75,17,-151.473,245.192,-102.636,74.5639,-143.623,156.878
627,78.5,17.5,78.75,17.25,-183.405,229.783,-118.303,88.0528,-141.175,172.78
626,78.5,17.75,78.75,17.5,-188.953,226.834,-124.105,91.8704,-150.185,158.034
661,78.75,16,79,15.75,-175.112,260.16,-133.923,89.7749,-163.645,175.02
660,78.75,16.25,79,16,-206.259,256.608,-104.41,93.6997,-130.705,250.623
659,78.75,16.5,79,16.25,-188.686,256.673,-110.587,85.7908,-141.569,222.619
658,78.75,16.75,79,16.5,-199.303,265.73,-106.943,82.9747,-151.002,216.612
657,78.75,17,79,16.75,-212.006,253.805,-110.447,90.4367,-156.581,215.165
656,78.75,17.25,79,17,-197.948,225.716,-113.816,98.0529,-152.246,214.304
655,78.75,17.5,79,17.25,-214.182,212.46,-123.326,89.4785,-157.552,179.193
654,78.75,17.75,79,17.5,-217.623,210.271,-128.024,89.5065,-171.414,163.09
653,78.75,18,79,17.75,-208.652,186.348,-138.864,91.3015,-187.716,157.918
688,79,16.25,79.25,16,-179.574,264.566,-137.66,92.0692,-185.124,145.535
687,79,16.5,79.25,16.25,-193.525,251.025,-105.802,95.5573,-122.368,222.615
686,79,16.75,79.25,16.5,-196.838,255.104,-92.9237,92.5005,-125.582,227.42
685,79,17,79.25,16.75,-213.829,252.269,-106.831,91.3834,-150.983,214.136
684,79,17.25,79.25,17,-229.247,215.89,-116.344,99.3185,-148.743,212.924
683,79,17.5,79.25,17.25,-206.612,209.091,-117.131,92.7724,-146.147,192.654
682,79,17.75,79.25,17.5,-212.897,210.381,-133.244,94.6218,-166.693,179.599
681,79,18,79.25,17.75,-226.838,177.644,-136.693,90.4025,-178.167,163.395
715,79.25,16.5,79.5,16.25,-222.734,267.969,-133.816,95.0715,-184.844,153.114
714,79.25,16.75,79.5,16.5,-195.104,261.158,-105.489,97.4158,-135.255,212.985
713,79.25,17,79.5,16.75,-218.166,262.643,-96.582,100.321,-138.456,209.473
712,79.25,17.25,79.5,17,-237.719,227.922,-110.771,100.664,-148.77,203.802
711,79.25,17.5,79.5,17.25,-223.092,204.195,-117.531,97.986,-143.966,177.052
710,79.25,17.75,79.5,17.5,-225.07,201.216,-134.484,97.4833,-176.086,164.378
709,79.25,18,79.5,17.75,-238.118,176.857,-135.419,92.7401,-184.233,167.337
743,79.5,16.5,79.75,16.25,-219.101,275.675,-126.133,97.612,-178.836,151.758
742,79.5,16.75,79.75,16.5,-216.898,272.348,-106.207,107.443,-156.608,214.677
741,79.5,17,79.75,16.75,-218.857,263.956,-104.796,104.586,-156.364,208.492
740,79.5,17.25,79.75,17,-229.126,243.679,-101.075,102.879,-148.61,194.512
739,79.5,17.5,79.75,17.25,-234.403,215.591,-123.521,96.2795,-162.004,172.761
738,79.5,17.75,79.75,17.5,-231.484,208.741,-131.871,97.561,-176.171,163.205
737,79.5,18,79.75,17.75,-218.706,189.381,-130.896,98.9513,-169.468,155.922
771,79.75,16.5,80,16.25,-228.459,275.527,-121.757,104.301,-146.334,146.782
770,79.75,16.75,80,16.5,-220.762,264.333,-128.485,107.856,-203.112,221.967
769,79.75,17,80,16.75,-240.974,265.181,-127.67,110.358,-199.188,231.485
768,79.75,17.25,80,17,-237.065,254.521,-117.524,110.537,-175.867,216.359
767,79.75,17.5,80,17.25,-238.361,237.258,-126.743,104.301,-176.005,197.897
766,79.75,17.75,80,17.5,-228.576,214.892,-126.527,106.778,-167.697,189.266
765,79.75,18,80,17.75,-230.796,177.023,-122.386,101.98,-160.99,176.66
764,79.75,18.25,80,18,-230.9586,230.2448,-121.708,99.7991,-153.47,149.905
799,80,16.5,80.25,16.25,-220.065,295.747,-129.46,90.2085,-196.405,237.057
798,80,16.75,80.25,16.5,-229.372,273.847,-125.831,100.055,-185.151,226.609
797,80,17,80.25,16.75,-223.849,274.688,-121.766,100.017,-154.352,238.236
796,80,17.25,80.25,17,-229.732,274.331,-94.5801,100.298,-160.249,207.775
795,80,17.5,80.25,17.25,-253.749,245.135,-105.456,92.0851,-160.041,169.052
794,80,17.75,80.25,17.5,-226.246,227.922,-122.438,96.5689,-158.589,167.16
793,80,18,80.25,17.75,-238.409,174.974,-119.808,95.4067,-166.608,140.341
827,80.25,16.5,80.5,16.25,-207.016,300.486,-128.094,95.1807,-193.23,234.481
826,80.25,16.75,80.5,16.5,-233.739,273.74,-130.899,95.7657,-196.82,234.111
825,80.25,17,80.5,16.75,-250.266,260.363,-127.296,97.3072,-195.575,214.182
824,80.25,17.25,80.5,17,-264.28,269.891,-129.61,97.9453,-177.503,197.06
823,80.25,17.5,80.5,17.25,-260.308,239.175,-116.436,93.14,-178.977,166.548
822,80.25,17.75,80.5,17.5,-226.782,228.359,-128.573,95.5956,-174.423,169.611
855,80.5,16.5,80.75,16.25,-217.105,294.073,-124.668,91.2462,-191.064,251.579
854,80.5,16.75,80.75,16.5,-232.669,260.438,-127.562,95.8249,-195.242,237.001
853,80.5,17,80.75,16.75,-245.937,253.052,-121.573,94.6888,-193.755,227.576
852,80.5,17.25,80.75,17,-216.796,240.306,-129.816,105.138,-225.255,165.944
851,80.5,17.5,80.75,17.25,-257.403,237.558,-125.8486364,80.1516,-182.522,184.742
885,80.75,16,81,15.75,-241.2828889,253.6905556,-131.147,95.8775,-181.0121579,200.9984211
884,80.75,16.25,81,16,-240.2847654,252.9491728,-119.338,94.86678462,-182.4617452,203.6875485
883,80.75,16.5,81,16.25,-237.6186283,251.0667476,-125.4571636,94.82525266,-181.7278896,201.9312616
881,80.75,17,81,16.75,-237.494,259.998,-125.04188,94.79791056,-228.207,231.5
880,80.75,17.25,81,17,-226.739,239.131,-129.897,96.6683,-267.22,196.735
879,80.75,17.5,81,17.25,-264.284,198.286,-129.016,80.2347,-242.977,177.56
